Customer Name,Customer Segment,Customer State,Order Date,Order ID,Order Priority,Product Category,Product Container,Product Name,Product Sub-Category,Region,Row ID,Ship Date,Ship Mode,Zip Code,Discount,Number of Records,Order Quantity,Product Base Margin,Profit,Sales,Shipping Cost,Unit Price
Chloris Kastensmidt,Consumer,New York,30/01/2008 12:00:00 SA,38598,Low,Technology,Medium Box,"210 Trimline Phone, White",Office Machines,East,5435,06/02/2008 12:00:00 SA,Regular Air,14210,"0,01",1,27,"0,38",($81),$452,"11,28","15,99"
Carl Weiss,Consumer,New York,28/12/2007 12:00:00 SA,57412,Low,Technology,Medium Box,Bell Sonecor JB700 Caller ID,Telephones and Communication,East,8038,28/12/2007 12:00:00 SA,Regular Air,14709,"0,06",1,34,"0,6",($122),$223,"5,03","7,99"
Carl Weiss,Consumer,New York,07/01/2010 12:00:00 SA,56420,Low,Technology,Small Box,5170i,Telephones and Communication,East,7890,12/01/2010 12:00:00 SA,Regular Air,14709,0,1,22,"0,57",$378,$2.403,"8,99","125,99"
Chuck Sachs,Consumer,Connecticut,04/02/2010 12:00:00 SA,46531,Low,Technology,Small Box,ELITE Series,Telephones and Communication,East,6541,09/02/2010 12:00:00 SA,Regular Air,06439,"0,01",1,17,"0,58",$447,$3.065,"2,79","205,99"
Shui Tom,Consumer,New York,31/10/2008 12:00:00 SA,50594,Low,Technology,Small Box,6120,Telephones and Communication,East,7091,09/11/2008 12:00:00 SA,Regular Air,14925,"0,01",1,48,"0,58",$669,$2.833,"8,8","65,99"
Carl Weiss,Consumer,New York,07/01/2010 12:00:00 SA,56420,Low,Technology,Small Box,StarTAC ST7762,Telephones and Communication,East,7887,09/01/2010 12:00:00 SA,Regular Air,14709,"0,02",1,48,"0,57",$1.422,$5.138,"8,08","125,99"
Roy Phan,Consumer,New York,17/08/2009 12:00:00 SA,26723,Low,Technology,Small Box,5190,Telephones and Communication,East,3738,22/08/2009 12:00:00 SA,Regular Air,10501,"0,03",1,8,"0,59",($201),$442,"7,69","65,99"
Ralph Knight,Consumer,New Jersey,24/06/2010 12:00:00 SA,14726,Low,Technology,Small Box,"Fellowes Basic 104-Key Keyboard, Platinum",Computer Peripherals,East,2058,24/06/2010 12:00:00 SA,Regular Air,07981,"0,07",1,15,"0,6",($21),$311,4,"20,95"
Muhammed Yedwab,Consumer,New York,04/11/2010 12:00:00 SA,1088,Low,Technology,Small Box,Microsoft Internet Keyboard,Computer Peripherals,East,172,11/11/2010 12:00:00 SA,Regular Air,14709,"0,1",1,13,"0,78",($112),$269,"6,5","20,97"
Joni Blumstein,Consumer,Connecticut,10/10/2009 12:00:00 SA,25697,Low,Technology,Small Pack,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Computer Peripherals,East,3601,10/10/2009 12:00:00 SA,Regular Air,06817,"0,02",1,46,"0,61",($38),$400,"3,62","8,46"
Duane Huffman,Consumer,Delaware,15/03/2009 12:00:00 SA,34244,Low,Technology,Small Pack,"Memorex 4.7GB DVD-RAM, 3/Pack",Computer Peripherals,East,4817,17/03/2009 12:00:00 SA,Regular Air,19810,"0,04",1,4,"0,42",($63),$126,"1,99","31,78"
Tamara Chand,Consumer,Delaware,17/10/2009 12:00:00 SA,44960,Low,Technology,Small Pack,BASF Silver 74 Minute CD-R,Computer Peripherals,East,6342,21/10/2009 12:00:00 SA,Regular Air,19895,"0,04",1,17,"0,51",($24),$32,"1,99","1,7"
Roy French,Consumer,Delaware,16/02/2010 12:00:00 SA,9027,Low,Technology,Small Pack,Accessory31,Telephones and Communication,East,1241,25/02/2010 12:00:00 SA,Regular Air,19934,"0,05",1,30,"0,35",$459,$933,"0,99","35,99"
Brian Stugart,Consumer,Connecticut,02/05/2009 12:00:00 SA,10117,Medium,Technology,Large Box,KitchenAid Wall Oven,Copiers and Fax,East,1394,04/05/2009 12:00:00 SA,Regular Air,06928,"0,01",1,10,"0,52",($267),$4.589,"24,49","449,99"
Roy Phan,Consumer,New York,18/07/2010 12:00:00 SA,50148,Medium,Technology,Medium Box,Polycom ViewStation™ Adapter H323 Videoconferencing Unit,Office Machines,East,7029,20/07/2010 12:00:00 SA,Regular Air,10501,0,1,9,"0,38",$3.459,$17.965,"13,99","1938,02"
Becky Castell,Consumer,Mass,11/03/2009 12:00:00 SA,17858,Medium,Technology,Small Box,Logitech Internet Navigator Keyboard,Computer Peripherals,East,2456,12/03/2009 12:00:00 SA,Regular Air,01001,0,1,12,"0,79",($110),$386,"6,5","30,98"
Stephanie Phelps,Consumer,New York,15/05/2011 12:00:00 SA,28934,Medium,Technology,Small Box,Logitech Cordless Elite Duo,Computer Peripherals,East,4066,16/05/2011 12:00:00 SA,Regular Air,14210,0,1,12,"0,4",$298,$1.272,"7,18","100,98"
Muhammed Yedwab,Consumer,New York,29/02/2008 12:00:00 SA,7269,Medium,Technology,Small Box,StarTAC 7760,Telephones and Communication,East,1001,01/03/2008 12:00:00 SA,Regular Air,14709,0,1,29,"0,59",$391,$1.708,"3,99","65,99"
Chuck Sachs,Consumer,Connecticut,24/05/2010 12:00:00 SA,20098,Medium,Technology,Small Box,"AT&T Black Trimline Phone, Model 210",Office Machines,East,2785,26/05/2010 12:00:00 SA,Regular Air,06439,"0,04",1,11,"0,49",($70),$183,"9,4","15,99"
Ralph Knight,Consumer,New Jersey,19/06/2010 12:00:00 SA,10945,Medium,Technology,Small Box,600 Series Flip,Telephones and Communication,East,1513,21/06/2010 12:00:00 SA,Regular Air,07981,"0,04",1,14,"0,57",$4,$1.170,"8,99","95,99"
Muhammed Yedwab,Consumer,New York,09/05/2009 12:00:00 SA,50725,Medium,Technology,Small Box,R280,Telephones and Communication,East,7108,11/05/2009 12:00:00 SA,Regular Air,14709,"0,05",1,19,"0,55",$262,$2.441,"8,99","155,99"
Shui Tom,Consumer,New York,08/10/2010 12:00:00 SA,51872,Medium,Technology,Small Box,T39m,Telephones and Communication,East,7270,11/10/2010 12:00:00 SA,Regular Air,14925,"0,06",1,37,"0,55",$1.243,$4.658,"3,9","155,99"
Steve Carroll,Consumer,Mass,01/11/2010 12:00:00 SA,53667,Medium,Technology,Small Box,Accessory35,Telephones and Communication,East,7515,03/11/2010 12:00:00 SA,Regular Air,01001,"0,09",1,16,"0,55",$47,$481,"1,1","35,99"
George Ashbrook,Consumer,Delaware,27/01/2009 12:00:00 SA,19687,Medium,Technology,Small Box,600 Series Non-Flip,Telephones and Communication,East,2730,29/01/2009 12:00:00 SA,Regular Air,19934,"0,1",1,23,"0,57",$26,$830,"4,99","45,99"
Becky Castell,Consumer,Mass,11/03/2009 12:00:00 SA,17858,Medium,Technology,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Computer Peripherals,East,2457,13/03/2009 12:00:00 SA,Regular Air,01001,"0,02",1,21,"0,52",$21,$187,"1,99","8,33"
Pete Armstrong,Consumer,Connecticut,06/10/2009 12:00:00 SA,24486,Medium,Technology,Small Pack,"Imation Neon Mac Format Diskettes, 10/Pack",Computer Peripherals,East,3433,07/10/2009 12:00:00 SA,Regular Air,06703,"0,03",1,3,"0,77",($32),$28,"2,83","8,12"
Sarah Jordon,Consumer,Mass,05/08/2008 12:00:00 SA,22368,Medium,Technology,Small Pack,Verbatim DVD-R 4.7GB authoring disc,Computer Peripherals,East,3111,06/08/2008 12:00:00 SA,Regular Air,01441,"0,04",1,5,"0,51",($75),$192,"1,99","39,24"
Raymond Book,Consumer,New York,04/04/2010 12:00:00 SA,13126,Not Specified,Technology,Large Box,Microsoft Surface H3,Copiers and Fax,East,1831,05/04/2010 12:00:00 SA,Regular Air,12917,"0,07",1,43,"0,5",$6.493,$24.234,"24,49","599,99"
Tonja Turnell,Consumer,New York,24/12/2009 12:00:00 SA,43298,Not Specified,Technology,Large Box,Canon PC-428 Personal Copier,Copiers and Fax,East,6112,26/12/2009 12:00:00 SA,Regular Air,10040,"0,1",1,33,"0,46",$988,$5.964,"24,49","199,99"
Becky Castell,Consumer,Mass,25/05/2008 12:00:00 SA,50754,Not Specified,Technology,Medium Box,Bell Sonecor JB700 Caller ID,Telephones and Communication,East,7111,26/05/2008 12:00:00 SA,Regular Air,01001,"0,06",1,9,"0,6",($58),$64,"5,03","7,99"
John Castell,Consumer,New York,05/01/2008 12:00:00 SA,41316,Not Specified,Technology,Small Box,3285,Telephones and Communication,East,5823,08/01/2008 12:00:00 SA,Regular Air,14210,0,1,4,"0,59",($788),$700,"5,99","205,99"
Elizabeth Moffitt,Consumer,Connecticut,25/01/2009 12:00:00 SA,31650,Not Specified,Technology,Small Box,Micro Innovations Media Access Pro Keyboard,Computer Peripherals,East,4443,26/01/2009 12:00:00 SA,Regular Air,06928,"0,02",1,19,"0,76",$0,$1.505,4,"77,51"
Raymond Book,Consumer,New York,12/09/2010 12:00:00 SA,10439,Not Specified,Technology,Small Box,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",Computer Peripherals,East,1449,14/09/2010 12:00:00 SA,Regular Air,12917,"0,02",1,30,"0,79",($48),$570,4,"17,98"
Jack O'Briant,Consumer,New Jersey,17/09/2009 12:00:00 SA,9922,Not Specified,Technology,Small Box,"IBM Active Response Keyboard, Black",Computer Peripherals,East,1362,18/09/2009 12:00:00 SA,Regular Air,08823,"0,03",1,26,"0,67",$34,$1.076,"7,12","39,98"
Jack O'Briant,Consumer,New Jersey,17/09/2009 12:00:00 SA,9922,Not Specified,Technology,Small Box,StarTAC 7760,Telephones and Communication,East,1363,18/09/2009 12:00:00 SA,Regular Air,08823,"0,03",1,21,"0,59",$138,$1.177,"3,99","65,99"
Chuck Sachs,Consumer,Connecticut,30/11/2007 12:00:00 SA,28161,Not Specified,Technology,Small Box,Belkin MediaBoard 104- Keyboard,Computer Peripherals,East,3951,02/12/2007 12:00:00 SA,Regular Air,06439,"0,04",1,41,"0,75",($33),$1.086,4,"27,48"
Shui Tom,Consumer,New York,23/01/2009 12:00:00 SA,50146,Not Specified,Technology,Small Box,6340,Telephones and Communication,East,7026,23/01/2009 12:00:00 SA,Regular Air,14925,"0,05",1,32,"0,58",$520,$2.289,"2,79","85,99"
Jack O'Briant,Consumer,New Jersey,11/12/2009 12:00:00 SA,54176,Not Specified,Technology,Small Box,Keytronic French Keyboard,Computer Peripherals,East,7572,12/12/2009 12:00:00 SA,Regular Air,08823,"0,06",1,33,"0,65",$131,$2.493,"14,52","73,98"
Yoseph Carroll,Consumer,New York,03/02/2011 12:00:00 SA,32610,Not Specified,Technology,Small Box,Timeport L7089,Telephones and Communication,East,4579,04/02/2011 12:00:00 SA,Regular Air,14925,"0,07",1,20,"0,58",$88,$1.992,"7,69","125,99"
Ralph Knight,Consumer,New Jersey,15/02/2009 12:00:00 SA,45217,Not Specified,Technology,Small Box,2160i,Telephones and Communication,East,6372,16/02/2009 12:00:00 SA,Regular Air,07981,"0,08",1,40,"0,59",$1.865,$6.790,"4,2","200,99"
Elizabeth Moffitt,Consumer,Connecticut,11/11/2008 12:00:00 SA,38657,Not Specified,Technology,Small Pack,"Memorex 4.7GB DVD-RAM, 3/Pack",Computer Peripherals,East,5444,12/11/2008 12:00:00 SA,Regular Air,06928,"0,01",1,38,"0,42",$569,$1.279,"1,99","31,78"
Beth Paige,Consumer,Mass,13/11/2009 12:00:00 SA,36135,Not Specified,Technology,Small Pack,Accessory9,Telephones and Communication,East,5075,14/11/2009 12:00:00 SA,Regular Air,02180,"0,02",1,33,"0,39",$381,$999,"3,3","35,99"
Nathan Cano,Consumer,Mass,25/12/2010 12:00:00 SA,34822,Not Specified,Technology,Small Pack,"Memorex 80 Minute CD-R Spindle, 100/Pack",Computer Peripherals,East,4895,26/12/2010 12:00:00 SA,Regular Air,01059,"0,04",1,23,"0,44",$324,$991,"1,99","43,98"
Stephanie Phelps,Consumer,New York,10/05/2008 12:00:00 SA,11909,Not Specified,Technology,Wrap Bag,Accessory25,Telephones and Communication,East,1652,12/05/2008 12:00:00 SA,Regular Air,14210,"0,03",1,11,"0,57",($21),$194,"0,99","20,99"
Christy Brittain,Consumer,Georgia,06/01/2009 12:00:00 SA,26784,Critical,Technology,Medium Box,Sharp EL500L Fraction Calculator,Office Machines,South,3750,07/01/2009 12:00:00 SA,Regular Air,30002,"0,09",1,33,"0,39",($44),$440,"7,51","13,99"
Patrick Gardner,Consumer,Alabama,06/02/2008 12:00:00 SA,41825,Critical,Technology,Small Box,Keytronic 105-Key Spanish Keyboard,Computer Peripherals,South,5898,07/02/2008 12:00:00 SA,Regular Air,36304,"0,02",1,43,"0,77",$286,$3.277,4,"73,98"
Patrick Gardner,Consumer,Alabama,14/09/2010 12:00:00 SA,20964,Critical,Technology,Small Box,V 3600 Series,Telephones and Communication,South,2903,16/09/2010 12:00:00 SA,Regular Air,36304,"0,04",1,11,"0,58",($120),$630,"8,99","65,99"
Ken Lonsdale,Consumer,Georgia,23/07/2009 12:00:00 SA,2053,Critical,Technology,Small Box,7160,Telephones and Communication,South,298,25/07/2009 12:00:00 SA,Regular Air,31811,"0,08",1,7,"0,59",($450),$772,"4,2","140,99"
Eric Barreto,Consumer,Maryland,05/09/2008 12:00:00 SA,53060,Critical,Technology,Small Box,"Fellowes Basic 104-Key Keyboard, Platinum",Computer Peripherals,South,7443,07/09/2008 12:00:00 SA,Regular Air,21230,"0,1",1,36,"0,65",($72),$739,"5,99","20,95"
Hunter Lopez,Consumer,Maryland,27/04/2011 12:00:00 SA,9602,Critical,Technology,Small Pack,Fuji Slim Jewel Case CD-R,Computer Peripherals,South,1309,29/04/2011 12:00:00 SA,Regular Air,20601,"0,02",1,16,"0,55",($25),$36,"1,99","2,12"
Sarah Brown,Consumer,Florida,05/04/2010 12:00:00 SA,55744,Critical,Technology,Small Pack,Accessory15,Telephones and Communication,South,7789,06/04/2010 12:00:00 SA,Regular Air,34997,"0,02",1,23,"0,83",($44),$415,"0,99","20,99"
Lori Olson,Consumer,Alabama,29/12/2010 12:00:00 SA,14980,Critical,Technology,Small Pack,"Memorex 4.7GB DVD-RAM, 3/Pack",Computer Peripherals,South,2094,30/12/2010 12:00:00 SA,Regular Air,36761,"0,03",1,27,"0,42",$326,$899,"1,99","31,78"
Sarah Brown,Consumer,Florida,25/04/2009 12:00:00 SA,22498,Critical,Technology,Small Pack,BASF Silver 74 Minute CD-R,Computer Peripherals,South,3137,26/04/2009 12:00:00 SA,Regular Air,34997,"0,05",1,20,"0,51",($31),$35,"1,99","1,7"
Giulietta Dortch,Consumer,Georgia,06/08/2009 12:00:00 SA,21475,Critical,Technology,Small Pack,TDK 4.7GB DVD+RW,Computer Peripherals,South,2971,08/08/2009 12:00:00 SA,Regular Air,39901,"0,06",1,39,"0,49",$111,$538,"1,99","14,48"
Victor Price,Consumer,North Carolina,21/08/2010 12:00:00 SA,51876,Critical,Technology,Small Pack,Accessory36,Telephones and Communication,South,7272,22/08/2010 12:00:00 SA,Regular Air,27114,"0,1",1,2,"0,83",($298),$95,5,"55,99"
Ken Lonsdale,Consumer,Georgia,24/04/2009 12:00:00 SA,8834,High,Technology,Medium Box,Canon MP41DH Printing Calculator,Office Machines,South,1206,25/04/2009 12:00:00 SA,Regular Air,31811,"0,08",1,45,"0,38",$2.873,$6.688,"13,99","150,98"
Anthony O'Donnell,Consumer,Alabama,17/02/2010 12:00:00 SA,27904,High,Technology,Small Box,Talkabout T8367,Telephones and Communication,South,3913,18/02/2010 12:00:00 SA,Regular Air,35480,"0,02",1,8,"0,56",($171),$461,"8,99","65,99"
Tim Brockman,Consumer,South Carolina,10/04/2009 12:00:00 SA,51271,High,Technology,Small Box,Phone 918,Telephones and Communication,South,7189,12/04/2009 12:00:00 SA,Regular Air,29684,"0,02",1,16,"0,59",$303,$2.883,5,"205,99"
Charles Crestani,Consumer,Georgia,17/10/2009 12:00:00 SA,41539,High,Technology,Small Box,V 3600 Series,Telephones and Communication,South,5850,18/10/2009 12:00:00 SA,Regular Air,39859,"0,04",1,41,"0,58",$398,$2.304,"8,99","65,99"
Chris Cortes,Consumer,Florida,20/03/2011 12:00:00 SA,46534,High,Technology,Small Box,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,Office Machines,South,6546,22/03/2011 12:00:00 SA,Regular Air,32046,"0,05",1,13,"0,52",$6,$1.341,"19,99","99,99"
Tim Brockman,Consumer,South Carolina,31/05/2009 12:00:00 SA,42151,High,Technology,Small Box,T39m,Telephones and Communication,South,5941,03/06/2009 12:00:00 SA,Regular Air,29684,"0,05",1,35,"0,55",$1.141,$4.409,"3,9","155,99"
Ken Lonsdale,Consumer,Georgia,23/03/2008 12:00:00 SA,26016,High,Technology,Small Box,Micro Innovations Media Access Pro Keyboard,Computer Peripherals,South,3639,25/03/2008 12:00:00 SA,Regular Air,31811,"0,09",1,2,"0,76",($358),$155,4,"77,51"
Ken Lonsdale,Consumer,Georgia,04/06/2008 12:00:00 SA,38240,High,Technology,Small Box,Targus USB Numeric Keypad,Computer Peripherals,South,5379,06/06/2008 12:00:00 SA,Regular Air,31811,"0,09",1,42,"0,74",($100),$1.651,"6,5","40,98"
Steve Nguyen,Consumer,Maryland,09/04/2011 12:00:00 SA,35712,High,Technology,Small Box,Gyration Ultra Cordless Optical Suite,Computer Peripherals,South,5008,10/04/2011 12:00:00 SA,Regular Air,21230,"0,1",1,42,"0,46",$1.174,$3.931,"7,18","100,97"
Clay Ludtke,Consumer,North Carolina,27/10/2010 12:00:00 SA,56672,High,Technology,Small Box,StarTAC Analog,Telephones and Communication,South,7930,29/10/2010 12:00:00 SA,Regular Air,28909,"0,1",1,45,"0,6",$317,$2.438,"8,99","65,99"
Joni Wasserman,Consumer,Georgia,22/10/2009 12:00:00 SA,55616,High,Technology,Small Pack,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack",Computer Peripherals,South,7767,23/10/2009 12:00:00 SA,Regular Air,39859,0,1,29,"0,75",($102),$185,"4,38","5,98"
Peter Fuller,Consumer,Georgia,08/01/2010 12:00:00 SA,46311,High,Technology,Small Pack,"Memorex 4.7GB DVD+RW, 3/Pack",Computer Peripherals,South,6507,08/01/2010 12:00:00 SA,Regular Air,39901,0,1,42,"0,4",$540,$1.244,"1,99","28,48"
Joni Wasserman,Consumer,Georgia,22/10/2009 12:00:00 SA,55616,High,Technology,Small Pack,Accessory29,Telephones and Communication,South,7768,23/10/2009 12:00:00 SA,Regular Air,39859,"0,02",1,24,"0,83",($42),$437,"1,25","20,99"
Steve Nguyen,Consumer,Maryland,16/03/2010 12:00:00 SA,13638,High,Technology,Small Pack,TDK 4.7GB DVD+RW,Computer Peripherals,South,1910,18/03/2010 12:00:00 SA,Regular Air,21230,"0,05",1,49,"0,49",$165,$683,"1,99","14,48"
Ken Lonsdale,Consumer,Georgia,28/02/2011 12:00:00 SA,46053,High,Technology,Wrap Bag,Accessory34,Telephones and Communication,South,6473,01/03/2011 12:00:00 SA,Regular Air,31811,0,1,31,"0,55",$857,$2.447,"0,99","85,99"
Trudy Bell,Consumer,Alabama,06/12/2008 12:00:00 SA,28519,High,Technology,Wrap Bag,Accessory34,Telephones and Communication,South,3998,08/12/2008 12:00:00 SA,Regular Air,36072,"0,09",1,4,"0,55",($338),$269,"0,99","85,99"
Victor Price,Consumer,North Carolina,09/12/2010 12:00:00 SA,19718,Low,Technology,Medium Box,Sharp EL500L Fraction Calculator,Office Machines,South,2732,14/12/2010 12:00:00 SA,Regular Air,27114,"0,03",1,6,"0,39",($44),$90,"7,51","13,99"
Chris Cortes,Consumer,Florida,30/08/2008 12:00:00 SA,43972,Low,Technology,Small Box,8260,Telephones and Communication,South,6206,01/09/2008 12:00:00 SA,Regular Air,32046,0,1,12,"0,58",($62),$714,"8,99","65,99"
Anne McFarland,Consumer,Florida,07/07/2009 12:00:00 SA,6564,Low,Technology,Small Box,Logitech Access Keyboard,Computer Peripherals,South,915,07/07/2009 12:00:00 SA,Regular Air,34771,"0,01",1,26,"0,37",$111,$448,4,"15,98"
Christy Brittain,Consumer,Georgia,22/05/2010 12:00:00 SA,9344,Low,Technology,Small Box,SC7868i,Telephones and Communication,South,1282,22/05/2010 12:00:00 SA,Regular Air,30002,"0,02",1,31,"0,55",$900,$3.449,"8,99","125,99"
Neil French,Consumer,Virginia,11/06/2010 12:00:00 SA,45506,Low,Technology,Small Box,2180,Telephones and Communication,South,6404,16/06/2010 12:00:00 SA,Regular Air,23018,"0,03",1,3,"0,57",($748),$448,"8,99","175,99"
Richard Eichhorn,Consumer,Virginia,09/06/2011 12:00:00 SA,3202,Low,Technology,Small Box,Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad,Computer Peripherals,South,468,13/06/2011 12:00:00 SA,Regular Air,24658,"0,05",1,10,"0,62",($105),$554,"5,5","53,98"
Sally Hughsby,Consumer,Maryland,26/07/2010 12:00:00 SA,29507,Low,Technology,Small Box,Accessory35,Telephones and Communication,South,4163,31/07/2010 12:00:00 SA,Regular Air,21230,"0,05",1,41,"0,55",$417,$1.275,"1,1","35,99"
Joni Wasserman,Consumer,Georgia,11/02/2008 12:00:00 SA,10658,Low,Technology,Small Box,600 Series Flip,Telephones and Communication,South,1479,18/02/2008 12:00:00 SA,Regular Air,39859,"0,09",1,17,"0,57",$5,$1.333,"8,99","95,99"
Joni Wasserman,Consumer,Georgia,11/02/2008 12:00:00 SA,10658,Low,Technology,Small Box,"AT&T Black Trimline Phone, Model 210",Office Machines,South,1477,11/02/2008 12:00:00 SA,Regular Air,39859,"0,1",1,12,"0,49",($80),$191,"9,4","15,99"
Sally Hughsby,Consumer,Maryland,05/01/2008 12:00:00 SA,50917,Low,Technology,Small Pack,"Memorex 80 Minute CD-R Spindle, 100/Pack",Computer Peripherals,South,7137,09/01/2008 12:00:00 SA,Regular Air,21230,"0,02",1,33,"0,44",$498,$1.422,"1,99","43,98"
Joni Wasserman,Consumer,Georgia,11/02/2008 12:00:00 SA,10658,Low,Technology,Small Pack,Hewlett-Packard 4.7GB DVD+R Discs,Computer Peripherals,South,1478,15/02/2008 12:00:00 SA,Regular Air,39859,"0,04",1,31,"0,49",$29,$263,"1,99","8,5"
Joni Wasserman,Consumer,Georgia,20/08/2010 12:00:00 SA,24677,Low,Technology,Small Pack,Hewlett-Packard 4.7GB DVD+R Discs,Computer Peripherals,South,3467,22/08/2010 12:00:00 SA,Regular Air,39859,"0,05",1,44,"0,49",$51,$364,"1,99","8,5"
Charles Crestani,Consumer,Georgia,04/08/2010 12:00:00 SA,52003,Low,Technology,Small Pack,Accessory36,Telephones and Communication,South,7292,04/08/2010 12:00:00 SA,Regular Air,39859,"0,1",1,2,"0,83",($300),$93,5,"55,99"
Trudy Bell,Consumer,Alabama,21/09/2008 12:00:00 SA,57889,Low,Technology,Wrap Bag,Accessory25,Telephones and Communication,South,8108,25/09/2008 12:00:00 SA,Regular Air,36072,"0,01",1,39,"0,57",$217,$723,"0,99","20,99"
Jill Matthias,Consumer,Maryland,09/07/2008 12:00:00 SA,13958,Low,Technology,Wrap Bag,Accessory34,Telephones and Communication,South,1949,18/07/2008 12:00:00 SA,Regular Air,21022,"0,06",1,11,"0,55",($11),$809,"0,99","85,99"
Dean Percer,Consumer,Florida,05/04/2008 12:00:00 SA,50626,Medium,Technology,Large Box,Microsoft Surface H3,Copiers and Fax,South,7094,07/04/2008 12:00:00 SA,Regular Air,32099,"0,04",1,42,"0,5",$9.499,$26.127,"24,49","599,99"
Ryan Akin,Consumer,Maryland,24/06/2009 12:00:00 SA,46402,Medium,Technology,Medium Box,"Panasonic All Digital Answering System with Caller ID*, KX-TM150B",Telephones and Communication,South,6520,25/06/2009 12:00:00 SA,Regular Air,20601,"0,01",1,29,"0,6",$166,$1.777,"13,99","66,99"
Emily Phan,Consumer,Maryland,24/11/2008 12:00:00 SA,132,Medium,Technology,Medium Box,Bell Sonecor JB700 Caller ID,Telephones and Communication,South,22,25/11/2008 12:00:00 SA,Regular Air,21290,"0,03",1,27,"0,6",($86),$193,"5,03","7,99"
Jill Matthias,Consumer,Maryland,19/06/2010 12:00:00 SA,43494,Medium,Technology,Medium Box,Polycom ViewStation™ Adapter H323 Videoconferencing Unit,Office Machines,South,6146,20/06/2010 12:00:00 SA,Regular Air,21022,"0,09",1,2,"0,38",($5.585),$3.668,"13,99","1938,02"
Karen Seio,Consumer,Alabama,30/01/2009 12:00:00 SA,24227,Medium,Technology,Small Box,6340,Telephones and Communication,South,3400,01/02/2009 12:00:00 SA,Regular Air,36759,"0,01",1,24,"0,58",$425,$1.841,"2,79","85,99"
Allen Golden,Consumer,Virginia,22/10/2010 12:00:00 SA,46977,Medium,Technology,Small Box,2180,Telephones and Communication,South,6600,24/10/2010 12:00:00 SA,Regular Air,24157,"0,02",1,19,"0,57",$495,$2.980,"8,99","175,99"
Arthur Gainer,Consumer,North Carolina,01/02/2009 12:00:00 SA,57921,Medium,Technology,Small Pack,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Computer Peripherals,South,8112,01/02/2009 12:00:00 SA,Regular Air,27006,"0,01",1,8,"0,64",($42),$45,"4,62","4,98"
Arthur Gainer,Consumer,North Carolina,17/12/2007 12:00:00 SA,46244,Medium,Technology,Small Pack,"Maxell Pro 80 Minute CD-R, 10/Pack",Computer Peripherals,South,6498,19/12/2007 12:00:00 SA,Regular Air,27006,"0,05",1,9,"0,45",($19),$157,"1,99","17,48"
Christy Brittain,Consumer,Georgia,13/01/2008 12:00:00 SA,32420,Medium,Technology,Small Pack,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Computer Peripherals,South,4556,15/01/2008 12:00:00 SA,Regular Air,30002,"0,07",1,35,"0,79",($169),$175,"5,14","5,02"
Cyra Reiten,Consumer,Virginia,25/05/2010 12:00:00 SA,9093,Medium,Technology,Small Pack,"Imation Neon Mac Format Diskettes, 10/Pack",Computer Peripherals,South,1253,25/05/2010 12:00:00 SA,Regular Air,23018,"0,1",1,36,"0,77",($99),$269,"2,83","8,12"
Cyra Reiten,Consumer,Virginia,19/03/2011 12:00:00 SA,25476,Not Specified,Technology,Large Box,Maytag White Stackable Dryer,Copiers and Fax,South,3574,20/03/2011 12:00:00 SA,Regular Air,23018,"0,05",1,4,"0,37",($9.079),$13.699,"24,49","3499,99"
Grace Kelly,Consumer,Virginia,02/05/2010 12:00:00 SA,57121,Not Specified,Technology,Small Box,T65,Telephones and Communication,South,7990,04/05/2010 12:00:00 SA,Regular Air,23664,"0,01",1,3,"0,56",($801),$505,"4,2","195,99"
Sarah Brown,Consumer,Florida,19/10/2009 12:00:00 SA,18503,Not Specified,Technology,Small Box,6340,Telephones and Communication,South,2559,21/10/2009 12:00:00 SA,Regular Air,34997,"0,06",1,13,"0,58",($24),$929,"2,79","85,99"
Charles Crestani,Consumer,Georgia,15/06/2009 12:00:00 SA,19556,Not Specified,Technology,Small Box,282,Telephones and Communication,South,2705,13/07/2009 12:00:00 SA,Regular Air,39859,"0,08",1,35,"0,56",$727,$3.238,"4,23","115,99"
Ken Lonsdale,Consumer,Georgia,17/11/2010 12:00:00 SA,12292,Not Specified,Technology,Small Box,"Micro Innovations Micro 3000 Keyboard, Black",Computer Peripherals,South,1711,17/11/2010 12:00:00 SA,Regular Air,31811,"0,1",1,32,"0,75",($127),$824,"5,89","26,31"
Pauline Webber,Consumer,South Carolina,01/03/2010 12:00:00 SA,17539,Not Specified,Technology,Small Box,T28 WORLD,Telephones and Communication,South,2416,02/03/2010 12:00:00 SA,Regular Air,29001,"0,1",1,10,"0,6",($491),$1.529,"8,99","195,99"
